'591932947999100928','48379508','2015-04-25 06:27:00',My bike after #earthquake #Nepal,,,
'591957714777047040','47064286','2015-04-25 06:27:00',From Champadevi huge pall of dust over Bhaktapur and south end of Valley.,,,
'591959520223633408','49053573','2015-04-25 06:27:00',"Apparent epicenter is ~80km NW of Kathmandu,  #Nepal .  #quake",,,
'591933536426283008','3094481966','2015-04-25 06:28:00',"BREAKING: Strong #earthquake hits #Nepal , shaking buildings in capital, Xinhua reporters in the Asian country said",,,
'591914868120289281','3159602174','2015-04-25 06:28:00',"OMG, earthquake felt from Jaipur to Delhi to Nepal to Kolkata. Hope for minimum damage.",,,
'591916003514187776','2273155532','2015-04-25 06:28:00',"Earthquake measuring 7.7 magnitude strikes 80 km east of Pokhara, Nepal",,,
'591924777469681667','1728651936','2015-04-25 06:28:00',Praying for #Nepal people. #earthquake,,,
'591928106002161664','327958319','2015-04-25 06:29:00',Terrible #earthquake in #Nepal . Just saved ourselves. Don't know how many killed. Roads are blocked already.,,,
'591930090784686080','1113172008','2015-04-25 06:29:00',Kathmandu Valley devastated by huge quake. Lots of buildings down. Pall of dust over city.,,,
'591941391778873344','24686448','2015-04-25 06:29:00',Terrible  #earthquake  in  #Nepal . Just saved ourselves. Don't know how many killed. Roads are blocked already.,,,
'591948914254745600','146887257','2015-04-25 06:29:00',"銆怣7.5銆慛EPAL 11.9km 2015/04/25 15:11:25JST, 2015/04/25 06:11:25UTC (G)  (USGS)",,,
'592131428009136129','2984257778','2015-04-25 06:29:00',"Mag 7.7, Nepal. 25th April 2015, 16:11 (AEST). Lat, Long: 28.10N, 84.69E. Depth 15km. Info is preliminary.",,,
'591918707456274432','527788983','2015-04-25 06:29:00',"BREAKING: 7.7-magnitude quake hits 80 km east of Pokhara, Nepal",,,
'591920649041420289','86068999','2015-04-25 06:29:00',7.5 intensity. Epicentre Nepal,,,
'593202350329823232','256354743','2015-04-25 06:29:00',"Looks like this  #earthquake , magnitude 7.4, hit Nepal 16m ago, and tremors just reached us in northern India.",,,
'591930910687113216','312584835','2015-04-25 06:30:00',"Major earthquake, NEPAL, Apr-25 06:11 UTC, 88 #quake tweets/min,",,,
'591930931843203072','312584835','2015-04-25 06:30:00',"Major earthquake, NEPAL, Apr-25 06:11 UTC,",,,
'591931393002708992','428136053','2015-04-25 06:30:00',Felt #earthquake M7.5 strikes 89 km NW of #Kathmandu ( #Nepal ) 19 min ago. Please report to:,,,
'591935190152261634','2878198010','2015-04-25 06:30:00',USGS now have it: M7.5 in Nepal,,,
'591940184960208897','11386812','2015-04-25 06:30:00',"Holy shit big earthquake in Kathmandu!!! I'm ok. Data service has been down since, if you're reading this, it's back up.",,,
'591945735605592065','2941432460','2015-04-25 06:30:00',USGS now have it: M7.5 in Nepal ,,,
'591951209549955072','14505838','2015-04-25 06:30:00',"Major earthquake, NEPAL, Apr-25 06:11 UTC, 88  #quake  tweets/min,  ",,,
'591953935507689472','21039699','2015-04-25 06:30:00',"Major earthquake,  NEPAL, Apr-25 06:11 UTC, ",,,
'591959556789436416','3166140049','2015-04-25 06:30:00',Felt  #earthquake  M7.5 strikes 89 km NW of  #Kathmandu  ( #Nepal ) 19 min ago. Please report to: ,,,
'591990814139502592','58704686','2015-04-25 06:30:00',Massive earthquake just hit Kathmandu. I'm fine. I couldn't believe how much my floor was moving laterally. Duration over a minute.,,,
'592077806093389824','2876085910','2015-04-25 06:30:00',"7.5 earthquake occurred at 25 Apr 2015 06:11:25 UTC, 35 km (22 mi) E of Lamjung, Nepal. ",,,
'592132985878511616','942937598','2015-04-25 06:30:00',"7.7-magnitude quake hits 80 km east of Pokhara, Nepal, impacts in north India",,,
'591927012807282688','149811890','2015-04-25 06:30:00',"83 km NW of #Kathmandu , Nepal / pop: 1,442,271 / local time: 11:56:29.8 #Nepal scary earthquake also felt in #Pokhara",,,
'592285008813027328','1296432553','2015-04-25 06:31:00',"BREAKING: Strong earthquake felt in Nepal's capital of Kathmandu, some damage reported",,,
'591930959697547265','312584835','2015-04-25 06:31:00',"A 7.5 magnitude earthquake occurred 21.75mi E of Lamjung, Nepal. Details: Map:",,,
'591933172662673408','3094481966','2015-04-25 06:31:00',"BREAKING: #Earthquake measuring 7.7 magnitude strikes 80 km east of Pokhara, Nepal: Reuters",,,
'591955398183157760','26286483','2015-04-25 06:31:00',"A 7.5 magnitude earthquake occurred 21.75mi E of Lamjung, Nepal. Details:   Map: ",,,
'592164873213095937','19403243','2015-04-25 06:31:00',I hop everyone is safe. Still shaking from the major earthquake. Damage in my area  #kathmandu,,,
'592243844386717698','802101602','2015-04-25 06:31:00',"BREAKING:  #Earthquake  measuring 7.7 magnitude strikes 80 km east of Pokhara, Nepal: Reuters",,,
'591920288830369792','480124585','2015-04-25 06:31:00',I hop everyone is safe. Still shaking from the major earthquake. Damage in my area #kathmandu,,,
'591934117664587776','3167087156','2015-04-25 06:32:00',#Nepal was the epicenter of the #earthquake,,,
'591935579815804928','2342112772','2015-04-25 06:32:00',"BREAKING: Strong earthquake felt in Nepal's capital, some damage reported.",,,
'591944917104009216','2321205805','2015-04-25 06:32:00',An Earthquake measuring magnitude 7.7 hits 80km east of  #Pokhara  in  #Nepal  - tremors felt in New Delhi & other cities in North  #India,,,
'591958396745617408','70437201','2015-04-25 06:32:00',"USGS reports a M7.5  #earthquake  35km E of Lamjung, Nepal on 4/25/15 @ 6:11:25 UTC    #quake",,,
'591963843435311104','1976007944','2015-04-25 06:32:00',"Now's the time for India to be neighbourly. If the shocks were so strong in Calcutta, can't imagine the devastation in  #Nepal .  #earthquake",,,
'591906152490860544','2412128719','2015-04-25 06:32:00',An Earthquake measuring magnitude 7.7 hits 80km east of #Pokhara in #Nepal - tremors felt in New Delhi & other cities in North #India,,,
'591917691780268033','2250254370','2015-04-25 06:32:00',Hope everyone is safe & sound #india & #nepal . #earthquake,,,
'591920305255239680','1906245462','2015-04-25 06:32:00',"Now's the time for India to be neighbourly. If the shocks were so strong in Calcutta, can't imagine the devastation in #Nepal . #earthquake",,,
'591935855033327616','1541025156','2015-04-25 06:33:00',Just heard of dharara falling. People may have died. Still Unverified #Nepal,,,
'591938918485995521','880915520','2015-04-25 06:33:00',"B.C. (Canada), California, Idaho, New Zealand, Nepal, India鈥?Is the Earth's crust doing a Mexican wave? #earthquake",,,
'591938940250251265','35480744','2015-04-25 06:33:00',USGS pegs #Nepal quake at M7.5: #VOAalert,,,
'591940135920345089','11386812','2015-04-25 06:33:00',"LOTS of shaking. Hid under table, then ran outside. Still feel like swaying. Cables/walls down #Kathmandu #earthquake",,,
'591940878366703616','82369457','2015-04-25 06:33:00',Earthquake 7.4 hits Nepal. Tremors felt in delhi and many other indian cities,,,
'591955983477387265','160569360','2015-04-25 06:33:00',"LOTS of shaking. Hid under table, then ran outside. Still feel like swaying. Cables/walls down  #Kathmandu   #earthquake",,,
'591966446890029057','317927128','2015-04-25 06:33:00',"Due to earthquake in Kathmandu, Nepal the match between India U-14 Girls Team and Iran, has been cancelled.  #Indianfootball",,,
'592084120739524608','228857007','2015-04-25 06:33:00',"Earthquake Nepal, earthquake Canada coast, hailstorm Sydney. All within 30mins.  #eek",,,
'592178460107255808','1707044455','2015-04-25 06:33:00',"DEVELOPING: Magnitude 7.7 earthquake felt in Nepal's capital Kathmandu, with some damage reported. Tremors also felt in New Delhi. More soon",,,
'592231239513341952','1519229924','2015-04-25 06:33:00',"Magnitude of quake 7.5 on the Richter scale, epicentre at Nepal: IMD.",,,
'591906899068608512','1921462321','2015-04-25 06:33:00',#earthquake rocks NCR epicentre in Nepal. Malls and residential condos evacuated,,,
'591928535125663744','2923745719','2015-04-25 06:34:00',An earthquake of magnitude hit Kathmandu some patients managed to escape out in an open area,,,
'591930062812913664','1113172008','2015-04-25 06:34:00',#Kathmandu Valley shrouded in dust from 7.4 mag quake. Airport closed. Lots of damage.,,,
'591931820922408960','68015061','2015-04-25 06:34:00',This is fucking scary!! #earthquake #kathmandu #nepal,,,
'591932921855905793','2893988406','2015-04-25 06:34:00',"After major Kathmandu quake i don't see any big dust balls rising from here - was v dangerous, worried of aftermath.",,,
'591936388372811776','1543436755','2015-04-25 06:34:00',BREAKING: 7.7-magnitude earthquake strikes #Nepal,,,
'591948509978304512','14179036','2015-04-25 06:34:00',#Kathmandu  Valley shrouded in dust from 7.4 mag quake. Airport closed. Lots of damage.,,,
'591957992209285121','1293211338','2015-04-25 06:34:00',BREAKING: 7.7-magnitude earthquake strikes  #Nepal  ,,,
'591993700529655808','1299372883','2015-04-25 06:34:00',Earthquake ! Mw 7.5 NEPAL ,,,
'592070618817765376','425580734','2015-04-25 06:34:00',"Earthquake : M 7.5, 35km E of Lamjung, Nepal: Saturday, April 25, 2015 06:11:25 UTC Saturday, April 25, 2015鈥?",,,
'591909531224969216','570077818','2015-04-25 06:34:00',Earthquake ! Mw 7.5 NEPAL,,,
'591918300763926528','1314317676','2015-04-25 06:34:00',#Breaking : USGS reports Nepal earthquake as Mercalli intensity IX 鈥?,,,
'591928780287025152','51406969','2015-04-25 06:35:00',"Breaking: Magnitude 7.5 earthquake hits 35 kilometers east of Lamjung, Nepal, USGS says",,,
'591929686411780096','294233145','2015-04-25 06:35:00',#Earthquake epicentre was Lamjung #Nepal,,,
'591941405750087680','24686448','2015-04-25 06:35:00',"Breaking: Magnitude 7.5 earthquake hits 35 kilometers east of Lamjung, Nepal, USGS says ",,,
'591957889939439616','47064286','2015-04-25 06:35:00',#Earthquake  epicentre was Lamjung  #Nepal,,,
'592243774455177216','520810664','2015-04-25 06:35:00',#nepal   #earthquake  now on USGS - M=7.5 at c12 km in Central Nepal. This is shallow so the impact will be very severe. ,,,
'591915341976043520','593342422','2015-04-25 06:35:00',"(Breaking) Earthquake tremors felt in Peshawar, several cities of Pakistan. Indian media reports Magnitude 7.4 earthquake epicenter in Nepal",,,
'591923835722575872','140549175','2015-04-25 06:35:00',#nepal #earthquake now on USGS - M=7.5 at c12 km in Central Nepal. This is shallow so the impact will be very severe.,,,
'591929151398916096','2322329005','2015-04-25 06:36:00',"Powerful earthquake has struck Nepal less than 50 miles from capital of Katmandu, USGS says.",,,
'591938793126629376','2340470118','2015-04-25 06:36:00',"Update: Magnitude-7.5 earthquake struck 48 miles NW of Kathmandu, Nepal",,,
'591943160797876224','85327633','2015-04-25 06:36:00',#Breaking  7.5-magnitude earthquake hit  #Nepal  on Saturday.锛圙EOFON锛?,,,
'591944319394807808','148466594','2015-04-25 06:36:00',"Update: Magnitude-7.5 earthquake struck 48 miles NW of Kathmandu, Nepal ",,,
'591982968190607360','284878342','2015-04-25 06:36:00',"A large M7.5  #earthquake  has just occurred in Nepal, not far from Kathmandu.",,,
'592073523713159169','96061175','2015-04-25 06:36:00',"M7.5 - 35km E of Lamjung, Nepal     Not deep, cities everywhere. They will need a lot of help.",,,
'592131162895552512','50308634','2015-04-25 06:36:00',RT  : This is fucking scary!!  #earthquake   #kathmandu   #nepal,,,
'591904330497675265','210778493','2015-04-25 06:36:00',Massive earthquake in Nepal; tremors felt across North India:,,,
'591909496391397376','1214255994','2015-04-25 06:36:00',JUST NOW : Earthquake of magnitude 7.5 hits Nepal,,,
'591915362188419072','593342422','2015-04-25 06:36:00',Thinking of people of Nepal right now #earthquake,,,
'591916624480899072','3094970933','2015-04-25 06:36:00',So that was a 7.4M earthquake. really hope people are safe. The ground have literally cracked. #Kathmandu #earthquake,,,
'591924071773958144','263199322','2015-04-25 06:36:00',#Breaking 7.5-magnitude earthquake hit #Nepal on Saturday.锛圙EOFON锛?,,,
'592689738055864320','20847233','2015-04-25 06:36:00',Aftermath 7.7 Richter scale  #earthquake   #kathmandu   #nepal   #asia   #disaster,,,
'592067866620485633','2239268937','2015-04-25 06:37:00',prayers for people in nepal ,,,
'592228412397203456','285920806','2015-04-25 06:37:00',"#Earthquake  Felt strong tremors in New Delhi, few mins back. Had to run out of our apartment carrying our little one. Epicenter Nepal.",,,
'591904023692709889','1366753896','2015-04-25 06:37:00',prayers for people in nepal,,,
'591946902381277184','20908948','2015-04-25 06:38:00',"Kathmandu has population of roughly 5 million people, and building standards are awful / non-existent  #Nepal   #earthquake",,,
'591950239902248960','3001473036','2015-04-25 06:38:00',"Massive 7.4 magnitude earthquake in Nepal, tremors felt across northern India ",,,
'591985495212699649','586564005','2015-04-25 06:38:00',Update - Reuters: Some buildings have collapsed in the Nepali capital  #Kathmandu  after a magnitude 7.7 earthquake hits  #Nepal,,,
'592154573080383488','59068217','2015-04-25 06:38:00',Nepal Earthquake Destroys Buildings In Capital ,,,
'591906605018415106','79317743','2015-04-25 06:38:00',Update - Reuters: Some buildings have collapsed in the Nepali capital #Kathmandu after a magnitude 7.7 earthquake hits #Nepal,,,
'591907249154490368','627573938','2015-04-25 06:38:00',"Massive 7.4 magnitude earthquake in Nepal, tremors felt across northern India",,,
'591915426046734337','593342422','2015-04-25 06:38:00',"Kathmandu has population of roughly 5 million people, and building standards are awful / non-existent #Nepal #earthquake",,,
'591935907780960257','1541025156','2015-04-25 06:39:00',Crowds standing outside yak and yeti. A bystander reports his hotel room was swaying from side to side #Nepal,,,
'591941888061603842','3167063236','2015-04-25 06:39:00',Hope everybody is safe and sound after the 7.7 earthquake in Nepal. Take care everybody. Our prayers with you.,,,
'591957388543991808','2341654764','2015-04-25 06:39:00',Crowds standing outside yak and yeti. A bystander reports his hotel room was swaying from side to side  #Nepal,,,
'591967798890377216','1098405870','2015-04-25 06:39:00',Wow the tremors we felt here are a result of a massive 7.4 magnitude earthquake in Nepal. ALLAHU AKBARR,,,
'592080325108310018','17680068','2015-04-25 06:39:00',"#earthquake  of 7.5 on Richter scale strikes Nepal, tremors felt in north India: IMD",,,
'592240582384226304','203066795','2015-04-25 06:39:00',So Nepal seems to be really hit. Why does it have to hurt the poorest nations?  #earthquake,,,
'591902836092309505','199418584','2015-04-25 06:39:00',This felt like a very powerful earthquake; Reports of heavy damage in Kathmandu...hope UP/Bihar villages are safe,,,
'591908257079263232','391242720','2015-04-25 06:39:00',Praying for my people in Nepal,,,
'592284501696348160','118630129','2015-04-25 06:40:00',#EARTHQUAKE  7.5-magnitude quake rocks Nepal; damage reported ,,,
'591928252752474112','162210608','2015-04-25 06:40:00',"Quake measuring 7.7 magnitude hits Nepal, tremors felt across North India",,,
'591928553454891008','3084559906','2015-04-25 06:40:00',"Powerful earthquake strikes west of Nepal capital Kathmandu, some reports of houses damaged",,,
'591929292444971008','293608947','2015-04-25 06:40:00',BREAKING: Magnitude-7.5 #earthquake rocks Nepal:,,,
'591933600582340608','135464477','2015-04-25 06:40:00',#EARTHQUAKE 7.5-magnitude quake rocks Nepal; damage reported,,,
'591907781822689280','140833842','2015-04-25 06:40:00',Stay safe friends in #Nepal #India and #Pakistan - #earthquake,,,
'591914239662559232','115853929','2015-04-25 06:40:00',G L Gautam Met dept on confirms a 7.5 earthquake in Nepal with 10km depth - says the damage is likely #breaking,,,
'592285930154688512','199418584','2015-04-25 06:41:00',I hop everyone is safe. Still shaking from the major earthquake.  #kathmandu   鈥? #earthquake,,,
'591929568493207553','154273719','2015-04-25 06:41:00',People are in open space due to fear. #earthquake #Nepal,,,
'591933064818790402','91612145','2015-04-25 06:41:00',Still short on info. Initial quake lasted about 2 minutes. Several lengthy aftershocks now. #NepalEarthquake,,,
'591933335280070657','795724453','2015-04-25 06:41:00',"#Earthquake in #Nepal a building fell, roads blocked.",,,
'591934702526664704','3167087156','2015-04-25 06:41:00',I hop everyone is safe. Still shaking from the major earthquake. #kathmandu 鈥?#earthquake,,,
'591944698924662784','213992796','2015-04-25 06:41:00',"UGS Data: Magnitude7.5 25 Apr 2015 11:56:26 near epicenter Location28.165N 84.725E Depth11 km 35 km (22 mi) E of Lamjung, Nepal",,,
'591948618128494592','230983571','2015-04-25 06:41:00',People are in open space due to fear.  #earthquake   #Nepal,,,
'591952029108609024','2987866094','2015-04-25 06:41:00',Nepal. Let's hope damage is minimal.,,,
'591974327139995648','1918461073','2015-04-25 06:41:00',Earthquake measuring 7.7 strikes close to Nepal capital Kathmandu ,,,
'592101097457586176','2208578173','2015-04-25 06:41:00',"JUST IN: Earthquake of 7.7 magnitude hits Nepal, some reports of buildings collapsed ",,,
'592126566269726720','2372255946','2015-04-25 06:41:00',"#Earthquake  in  #Nepal  a building fell, roads blocked.",,,
'591903883229671424','145602456','2015-04-25 06:41:00',Earthquake measuring 7.7 magnitude strikes 80 km east of Pokhara in Nepal,,,
'591908423932874752','154195038','2015-04-25 06:41:00',Earthquake in Nepal... 7.5 magnitude.. Initial info coming in.. Tremors also felt in Gujarat and Baroda.. Stay safe,,,
'591918523175313409','351535226','2015-04-25 06:41:00',Earthquake measuring 7.7 strikes close to Nepal capital Kathmandu,,,
'591922079546511360','2239561639','2015-04-25 06:41:00',"JUST IN: Earthquake of 7.7 magnitude hits Nepal, some reports of buildings collapsed",,,
'591923704117886976','63758402','2015-04-25 06:41:00',A powerful #earthquake reported to be magnitude 7.5 has just struck #Nepal not far from the capital Kathmandu,,,
'591925287081803778','879760303','2015-04-25 06:41:00',"Quake measuring 7.7 magnitude hits Nepal, tremors felt across North India",,,
'591927883087544320','158096904','2015-04-25 06:41:00',"#BREAKING : Major damage, injuries reported after 7.5-magnitude #earthquake strikes central #Nepal . (Photo: )",,,
'593382777883529216','2250147445','2015-04-25 06:41:00',I also felt the tremors sitting so far. Prayers for the people in Nepal.,,,
'591935862067171328','121333725','2015-04-25 06:42:00',"Sounds bad in Kathmandu. Friends there tell me buildings down, tremors continuing. 'Really terrible'. #nepal #earthquake",,,
'591936362829447168','421845502','2015-04-25 06:42:00',Buildings reported to have collapsed after 7.7-magnitude earthquake hit Nepal鈥檚 capital,,,
'591959468268630016','3157764210','2015-04-25 06:42:00',"A serious EarthQuake just hit Kolkata, Delhi, North East. Felt it in Haldia too.  #earthquake   epicenter is Nepal.",,,
'591962864119902208','124686992','2015-04-25 06:42:00',There is a heavy destruction of buildings in various localities in Kathmandu...,,,
'591969074869116928','141279172','2015-04-25 06:42:00',"Sounds bad in Kathmandu. Friends there tell me buildings down, tremors continuing. 'Really terrible'.  #nepal   #earthquake",,,
'592074847817203712','254507476','2015-04-25 06:42:00',BREAKING | Earthquake was measured at 7.5 on Richter scale; Kathmandu valley devastated,,,
'592663803206213633','3096988256','2015-04-25 06:42:00',"Earthquake on reactor scale 7.7. Centre of earthquake is Nepal, bihar With North India is shoked by earthquake, I feel fainted, God save us.",,,
'592289072506245120','1249610618','2015-04-25 06:43:00',"Massive earthquake , 7.5 Richter, with epicentre in Nepal. Damage extensive. Casualties likely to be heavy",,,
'591929688563519488','979436126','2015-04-25 06:43:00',7.5 magnitude earthquake hits Nepal - USGS,,,
'591908552823812098','140833842','2015-04-25 06:43:00',#GeoNews quoting #Indian media says #earthquake jolted #SouthAsia including #Pokhara #Nepal #NorthIndia #Delhi #Kolkata n even #Peshawar,,,
'591913605940948992','41300366','2015-04-25 06:43:00',M7.5 earthquake in Nepal 30 minutes ago,,,
'593064603883548673','63770391','2015-04-25 06:43:00',Let us pray for Nepal ,,,
'591928616880984064','21499049','2015-04-25 06:44:00',"#Nepal #Earthquake .. #Manaslu region withn 30km of epicenter, #Annapurna ~60km, #Everest ~130km, #Makalu ~150km.. tense day fr #mountaineers",,,
'591929817509064704','2296898543','2015-04-25 06:44:00',"7.7 #earthquake just happened in #Nepal . We felt the tremors in #Lucknow , #Delhi , and #Kolkata . We're okay, but pray for people in Nepal.",,,
'591934439950852099','2200893367','2015-04-25 06:44:00',Thoughts are in/with #Kathmandu now that has apparently just been hit by a major earthquake. Surrounding areas also hit no doubt.,,,
'591951385723281409','41299957','2015-04-25 06:44:00',Thoughts are in/with  #Kathmandu  now that has apparently just been hit by a major earthquake. Surrounding areas also hit no doubt.,,,
'592069661614678018','480264342','2015-04-25 06:44:00',"7.7  #earthquake  just happened in  #Nepal . We felt the tremors in  #Lucknow ,  #Delhi , and  #Kolkata . We're okay, but pray for people in Nepal.",,,
'592116108494303232','2612198689','2015-04-25 06:44:00',"People have gathered in open spaces after the  #earthquake  in  #Nepal   7.5 n the scale, epicentre: Lamjung",,,
'591905967304003585','45212004','2015-04-25 06:44:00',Oh Lord. RT : #Kathmandu Valley devastated by huge quake. Lots of buildings down. Pall of dust over city.,,,
'591909687899095040','1045513238','2015-04-25 06:44:00',#nepal is now trending in #Mumbai,,,
'591910903055974400','2897314836','2015-04-25 06:44:00',JUST NOW : USGS: Nepal earthquake happened 77 km northwest of Kathmandu,,,
'591931071526113280','312584835','2015-04-25 06:45:00',"7.5 - NEPAL: Date: Sat, 25 Apr 2015 06:11:25 UTCLat/Lon: 28.1654/84.7251Depth: 11.87",,,
'591936405556822016','1543436755','2015-04-25 06:45:00',"MORE: 7.5 quake strikes #Nepal , 80km east of #Pokhara",,,
'591936969036402688','1543436755','2015-04-25 06:45:00',#BREAKING Magnitude 7.5 earthquake hits Nepal: USGS,,,
'591943953341100032','607539123','2015-04-25 06:45:00',"MORE: 7.5 quake strikes  #Nepal , 80km east of  #Pokhara  ",,,
'591961176994512897','156346780','2015-04-25 06:45:00',"Earthquake is disturbing the peace of Kathmandu, We Pray for the Early Rehabilitation of the Public May God give them strength to withstand",,,
'591963272410181632','1238260026','2015-04-25 06:45:00',HF assessing impact of Nepal earthquake,,,
'591991090330361858','78078589','2015-04-25 06:45:00',"7.5 - NEPAL: Date: Sat, 25 Apr 2015 06:11:25 UTCLat/Lon: 28.1654/84.7251Depth: 11.87 ",,,
'592109225133809664','2983808444','2015-04-25 06:45:00',BREAKING: A powerful earthquake measuring 7.5 has hit Nepal ,,,
'592233635652055040','91109004','2015-04-25 06:45:00',I hope n pray friends in Nepal as well as North n East India are safe...  #earthquake,,,
'591906686769733632','1107045337','2015-04-25 06:45:00',"#BREAKING : Strong #earthquake felt in Nepal's capital, some damage reported",,,
'591914443396632576','446118730','2015-04-25 06:45:00',"RT : #Earthquake in #Nepal a building fell, roads blocked.",,,
'592636301075193856','240603050','2015-04-25 06:45:00',Hope all my friends & family in North India and Nepal are OK. Sounds like there have been some damage in Nepal.  #Earthquake   #Nepal   #India,,,
'592746754866606081','79793631','2015-04-25 06:45:00',JUST NOW : USGS: Lamjung is epicenter of Nepal earthquake,,,
'592291811403530241','424152778','2015-04-25 06:46:00',This is the fault line across India/Nepal and Pakistan  #earthquake,,,
'591928923006480384','3044937905','2015-04-25 06:46:00',This is the fault line across India/Nepal and Pakistan #earthquake,,,
'591929587417780225','294233145','2015-04-25 06:46:00',Strong earthquake strikes Nepal,,,
'591931019353321472','103233109','2015-04-25 06:46:00',Salute to Redcross people and Nepal police for immediate response.. #earthquake #bhaisepati,,,
'591945945111113728','1110712837','2015-04-25 06:46:00',Damage seen in  #Nepal  after M7.5  #earthquake  strikes.  (Pics via  ),,,
'591952942279700480','2689234160','2015-04-25 06:46:00',#earthquake  in Nepal.. This is devastating :(,,,
'592155335407734788','17802735','2015-04-25 06:46:00',Salute to Redcross people and Nepal police for immediate response.. #earthquake   #bhaisepati,,,
'592355596273192960','3081735554','2015-04-25 06:46:00',OMG! EARTHQUAKE!!! I hope everyone's okay. Please pray for people in Nepal!,,,
'591904738129633280','1168495417','2015-04-25 06:46:00',"solidarity with nepal,. bady hurt people there, let us stand by people in nepal suffering form strong earthquake",,,
'591907702634250240','2208323857','2015-04-25 06:46:00',"BREAKING | Nepal badly hit: Many buildings down, pall of dust in the air in Nepal; Tremors are still being felt in the region",,,
'591916926047223808','47064286','2015-04-25 06:46:00',Magnitude 7.5 #earthquake in #Nepal - signal in Southern Norway,,,
'591937708794089472','3075985392','2015-04-25 06:47:00',All ok #Delhi ? Prayers for those in Nepal. May the Almighty show mercy.,,,
'591948726551257088','34824846','2015-04-25 06:47:00',"BREAKING: USGS: Magnitude-7.5 earthquake hits Nepal, damage reported",,,
'591959021898235904','1715390450','2015-04-25 06:47:00',#Earthquake  epicentre was Lamjung  #Nepal,,,
